"","Gender","Age","Education_lev","fluidIQ","freq_calls","freq_Tools","freq_Finance","freq_Games","freq_Entertainment","freq_Productivity","freq_Personalization","freq_News...Magazines","freq_Unknown","freq_Photography","freq_Shopping","freq_Communication","freq_Books...Reference","freq_Travel...Local","freq_Music...Audio","freq_Medical","freq_Education","freq_Business","freq_Lifestyle","freq_Transportation","freq_Weather","freq_Sports","freq_Browser","freq_Health...Fitness","freq_Media...Video","freq_Social","freq_Comics","dur_calls","dur_Tools","dur_Finance","dur_Games","dur_Entertainment","dur_Productivity","dur_Personalization","dur_News...Magazines","dur_Unknown","dur_Photography","dur_Shopping","dur_Communication","dur_Books...Reference","dur_Travel...Local","dur_Music...Audio","dur_Medical","dur_Education","dur_Business","dur_Lifestyle","dur_Transportation","dur_Weather","dur_Sports","dur_Browser","dur_Health...Fitness","dur_Media...Video","dur_Social","dur_Comics","Emotional Stability"
"1","1","23","4","0.7251","120","414","0","40","51","553","0","8","31","260","52","1930","3","128","113","0","11","1","7","153","0","184","231","176","1","8","0","80.5083333333333","19.9892340944657","0","474.149741372312","66.142811933548","27.2998067102042","0","63.4829475551376","5.59486564300966","22.3064563117097","62.5418080515106","60.222363394913","102","66.6407796724289","19.2733669729923","0","35.3160759205747","4","60.6666666666667","55.4690272668068","0","124.447371127306","72.5028561014452","125.382996506158","140","0","0","0"
"2","1","21","4","0.9921","98","239","3","0","21","88","0","4","42","113","23","3430","5","19","4","0","0","7","0","34","0","0","187","0","1","211","0","176.214285714286","21.2012359486119","77","0","292.695366429791","29.8236456900874","0","0","2.14906617752123","16.7531465663771","90.8043796172504","42.1974109258036","52","53.7029469167557","0","0","0","24.2857142857143","0","74.5876449114748","0","0","95.8291103807464","0","0","82.5819537340634","0","1"
"3","2","22","5","0.5541","226","135","0","347","6","75","0","9","6","40","19","1068","12","20","2","0","69","3","0","47","0","0","101","0","0","277","0","84.9026548672566","27.019118684255","0","178.964202013156","0","32.3128655790665","0","95.7003341134764","5.06264699216205","38.5773615906811","39.3891527673469","25.3616921751968","35.6600604240646","149.456140917324","20","0","239.753780984539","3.66666666666667","0","65.9774540339823","0","0","86.0990517091466","0","0","78.2534317727397","0","0"
"4","2","34","5","0.7387","89","157","0","0","41","75","2","4","3625","102","0","3140","256","108","21","0","0","9","0","3","108","0","263","53","4","118","0","35.314606741573","20.6777230458759","0","0","84.173028012243","31.0695222914638","99","0","3.22702883248218","17.0306550495473","0","41.0594892030881","30.1932845779783","42.8579079188179","15.2534273975307","0","0","11.4057421422229","0","2","28.1805822733926","0","50.1463093189931","37.6000676934134","0","63.630655315567","0","0"
"5","2","23","4","0.9785","244","140","0","164","20","140","1","0","3284","266","0","2153","14","141","13","0","0","0","0","6","72","0","363","0","10","15","0","98.1639344262295","8.812731665612","0","43.5009112780573","3.62145467770003","14.4098249265464","6","0","2.50226507577142","11.1327981555196","0","26.9685648140698","67.7126884469082","48.2232065847211","2.24500587278336","0","0","0","0","77.3333333333333","3.81267137489482","0","30.3355292959117","0","9","16.4000087402133","0","1"
"6","1","25","5","0.2092","244","44","0","3","4","29","0","4","8","5","0","716","2","23","27","0","0","1","0","0","3","0","166","2","0","2","0","149.479508196721","12.0096845895745","0","563","0","16.8127887689894","0","0","5.07944602096306","87.7952461248235","0","18.3784262647318","0","28.4038397064787","9.30728608234829","0","0","30","0","0","36.0399554515365","0","138.688685030709","157","0","0","0","1"
"7","1","23","5","0.4192","47","459","0","9","135","447","0","10","33","134","0","1433","24","84","12","0","37","51","0","53","29","0","104","14","28","308","0","684.212765957447","10.1400735393802","0","19.1680383364666","19.1908800322813","14.4095780649531","0","6.39200899964278","3.81880330481411","13.7529789317568","0","21.9413845296121","3.32667374033034","17.3100390433564","3.995560297824","0","20.6250246387828","5.43556538872095","0","20.7697559420831","2","0","33.798317946581","18.4733554765786","20.486991036524","22.6935960401098","0","0"
"8","2","18","4","0.5361","368","926","0","121","508","202","0","7","34","443","3","6019","12","192","183","45","28","23","1","0","60","0","624","47","27","1344","0","31.7771739130435","16.143544792428","0","183.087772629211","182.977180937872","12.0914826908703","0","8.25","2","23.7571529656389","0","29.5321163640151","10.9900149004687","37.4433604553719","21.0638291362531","2","50.8815852443216","23.9500561232861","0","0","3.66783262497298","0","38.1785204039899","25.6395358270251","43.182416750976","48.548518692846","0","0"
"9","2","20","4","0.2676","129","493","84","2","94","228","20","24","240","635","1","4575","25","33","27","0","2","39","4","21","13","0","1494","0","39","365","0","0","6.18271775583321","36.319479203579","207","77.8234719714002","18.9057231107786","1.2094734937375","2","3.09165595600188","20.4981831624221","6","33.9561196403494","29.7140285102452","61.9467731610957","8.08762803257072","0","0","46.1177188170591","0","57.8","2","0","59.6718028962428","0","17.5896970275401","65.2070587788967","0","0"
"10","2","21","4","0.259","37","204","0","387","23","269","0","84","19","126","91","2086","17","21","15","75","0","11","7","316","2","0","446","6","14","95","0","241.864864864865","9.99111587506931","0","366.901522057561","18.606738365984","15.4426346082479","0","79.5748096835594","3.50775107499878","24.2610844834142","115.493502085547","37.6031512910379","47.0400499456983","33.5714285714286","71.1818181818182","7.46180913705292","0","20.455052811614","28.9350723912532","50.7616606810347","0","0","53.7227155325518","65.8651553249096","12.0911341441243","34.7651563224408","0","1"
"11","2","24","5","0.346","288","87","0","0","23","88","0","70","5","97","22","2292","23","107","43","0","0","0","343","0","63","0","430","99","25","10","0","113.645833333333","23.7113071773655","0","0","54.2307692307692","20.5662756431128","0","33.0704422657208","3.64942230362525","26.3641371266071","131.406948624694","27.5261603954931","22.2200363189877","34.5191150410589","33.2580026059548","0","0","0","53.7199541070872","0","16.2570554203802","0","85.9226798422261","71.893270864234","129.8","24","0","0"
"12","1","20","4","1.1349","51","1505","0","100","2","142","0","90","15","52","5","841","2","17","72","0","14","5","0","18","0","23","202","0","0","0","0","17.8235294117647","7.94622141358122","0","92.2190846788309","0","28.3540473161196","0","101.172384721422","5.35429027888988","25.9087084492136","146","94.208915909805","0","82.1262807616942","7.11001408739291","0","108.335198307507","12.9700334113476","0","70.5000054641956","0","75.3421299030563","91.6184945452636","0","0","0","0","1"
"13","2","27","2","0.6785","178","373","0","0","26","68","0","6","30","196","0","2255","19","12","8","0","0","14","122","0","0","0","25","0","143","460","0","459.050561797753","27.9421592546769","0","0","140.423646194972","34.1730387197043","0","0","2.63672074340233","23.2724397629612","0","30.0203827827785","20.6243050843891","32","33","0","0","44.4200828473656","48.8579765283308","0","0","0","98.0583447282813","0","40.1778427416209","107.390911893298","0","0"
"14","2","26","5","0.9162","332","193","0","9","23","170","0","85","3","11","0","1183","9","14","13","0","0","0","0","25","8","7","38","0","2","85","0","60.2590361445783","9.14549230823741","0","477","73.2307692307692","22.0631690962401","0","26.5739807395868","5.27443512585247","52.0001205590941","0","20.2745930348961","24.25","83.3921796925869","6","0","0","0","0","32.4095470973866","46.6666666666667","38.3333333333333","64.1808165080956","0","0","25.0691793458637","0","1"
"15","2","25","5","0.6056","154","132","0","0","15","73","0","0","9","58","0","1262","0","20","2","0","7","0","0","0","0","0","71","0","0","10","0","0","35.2908709849005","0","0","76.4600483534691","24.3822143053027","0","0","14.1815499156324","40.8556365883303","0","48.9017588036364","0","106.716715896117","0","0","59.132071853045","0","0","0","0","0","152.161148566622","0","0","43.8801259395904","0","1"
