,Gender,Age,Education_lev,fluidIQ,freq_calls,freq_Tools,freq_Finance,freq_Games,freq_Entertainment,freq_Productivity,freq_Personalization,freq_News...Magazines,freq_Unknown,freq_Photography,freq_Shopping,freq_Communication,freq_Books...Reference,freq_Travel...Local,freq_Music...Audio,freq_Medical,freq_Education,freq_Business,freq_Lifestyle,freq_Transportation,freq_Weather,freq_Sports,freq_Browser,freq_Health...Fitness,freq_Media...Video,freq_Social,freq_Comics,dur_calls,dur_Tools,dur_Finance,dur_Games,dur_Entertainment,dur_Productivity,dur_Personalization,dur_News...Magazines,dur_Unknown,dur_Photography,dur_Shopping,dur_Communication,dur_Books...Reference,dur_Travel...Local,dur_Music...Audio,dur_Medical,dur_Education,dur_Business,dur_Lifestyle,dur_Transportation,dur_Weather,dur_Sports,dur_Browser,dur_Health...Fitness,dur_Media...Video,dur_Social,dur_Comics
133,1,27,5,1.3344,237,308,110,51,24,325,0,246,53,141,21,3921,23,287,67,0,25,6,52,88,35,0,410,503,12,67,0,82.09704641,18.9731077,40.08044892,55.10277102,148.40165249999998,25.21560788,0.0,111.6523557,3.5368237639999998,18.78718142,21.8,36.00120738,27.46153846,45.50525402,32.56319951,0.0,306.6,93.16666667,66.15679369,30.25028677,26.11684734,0.0,71.31005889,38.82516318,45.94292621,59.94333758,0.0
107,1,26,4,0.7652,349,319,0,183,8,86,0,65,327,206,0,1391,0,52,139,0,0,12,1,0,19,0,163,0,2,0,0,54.573065899999996,7.8194780139999995,0.0,135.87878380000004,45.88013365,32.51382268,0.0,193.7995552,3.4564619289999996,16.19883229,0.0,22.09289096,0.0,50.78819002,10.67258775,0.0,0.0,63.51210146,3.0,0.0,45.65416356,0.0,54.18724264,0.0,92.0,0.0,0.0
63,2,22,4,0.9043,350,412,0,0,28,60,1,8,3,53,0,1550,2,16,17,0,0,1,0,0,0,0,180,0,4,163,0,92.65428571,4.448653656,0.0,0.0,101.2217109,24.44730752,2.0,0.0,2.961000129,9.011514782999999,0.0,32.37280708,0.0,21.19600318,8.483353199,0.0,0.0,52.0,0.0,0.0,0.0,0.0,58.71374918,0.0,0.0,74.03520951,0.0
80,1,24,5,0.4346,135,183,7,0,8,125,0,6,81,42,0,1137,0,50,6,0,0,0,26,63,0,0,233,0,0,433,0,19.58518519,16.65768077,110.3003706,0.0,22.0,20.84957791,0.0,3.163337044,4.725880146000001,18.49191291,0.0,29.56241028,0.0,61.71218749,0.0,0.0,0.0,0.0,45.859548600000004,63.91561108,0.0,0.0,104.8605322,0.0,0.0,101.36615079999999,0.0
4,2,23,4,0.9785,244,140,0,164,20,140,1,0,3284,266,0,2153,14,141,13,0,0,0,0,6,72,0,363,0,10,15,0,98.16393443,8.812731666,0.0,43.50091128,3.621454678,14.40982493,6.0,0.0,2.502265076,11.13279816,0.0,26.96856481,67.71268845,48.22320658,2.245005873,0.0,0.0,0.0,0.0,77.33333333,3.812671375,0.0,30.3355293,0.0,9.0,16.40000874,0.0
30,2,22,4,0.2014,114,450,0,170,111,176,0,72,43,186,2,6947,14,49,110,0,0,21,1,210,47,0,1080,11,26,12,0,0.0,6.284654053,0.0,43.61587314,51.83963102,18.45373985,0.0,46.36827633,2.6923021510000003,14.01336278,0.0,22.11740659,20.97336516,46.13235838,11.90209272,0.0,0.0,22.408770399999998,0.0,34.04515441,4.220779682,0.0,87.89590569,42.10767339,152.0208276,0.0,0.0
69,2,26,4,-0.4214,79,188,0,0,15,146,0,12,10,71,0,860,7,10,5,0,0,7,0,0,91,0,300,0,24,8,0,8.101265823,6.4684107829999995,0.0,0.0,39.31441405,21.94088151,0.0,5.0,10.13201733,22.17900716,0.0,8.8287606,2.0,42.39117105,6.0,0.0,0.0,5.326673722,0.0,0.0,17.54884201,0.0,52.58080133,0.0,6.42857221,4.0,0.0
136,1,27,5,0.3734,874,369,37,2,132,161,0,532,92,58,26,3803,145,97,326,0,14,1,0,74,21,0,432,34,20,318,0,154.1327231,10.37365491,32.23668174,127.0,164.02671,14.20653118,0.0,91.43647722,3.783936575,20.44963529,45.48955892,18.31679663,16.12336146,57.37919294,19.23137197,0.0,66.6655085,18.0,0.0,41.5835338,11.19288237,0.0,72.45283754,26.64646572,113.3523008,79.28560824,0.0
84,2,24,4,1.263,832,180,0,0,13,61,0,4,28,141,0,1808,4,60,21,0,0,14,0,2,75,0,64,0,2,7,0,143.99759619999998,18.81383373,0.0,0.0,38.33333333,41.18775353,0.0,0.0,6.894320982999999,38.79066327,0.0,15.20409134,21.0,90.42929517,10.09090909,0.0,0.0,97.71428571,0.0,0.0,29.73018094,0.0,51.80378979,0.0,0.0,6.0,0.0
76,1,19,4,0.9055,90,287,0,384,90,88,0,0,18,33,0,5468,239,23,159,0,0,52,0,114,0,15,1292,0,2,41,0,29.54444444,12.36088803,0.0,133.99259080000002,100.8179651,22.29818687,0.0,0.0,2.113905912,15.25657518,0.0,41.39059785,11.8427326,62.74004529,14.07894733,0.0,0.0,23.89335318,0.0,47.60405551,0.0,48.22863246,94.41954079,0.0,0.0,31.59277671,0.0
68,2,19,4,0.9253,116,39,0,13,23,24,0,90,2,27,1,1233,1,4,39,43,0,0,252,53,2,0,31,0,2,218,0,71.56034483,28.15882348,0.0,501.7142857,165.7201364,17.67203332,0.0,250.52905479999998,6.2389772279999995,6.825283752000001,929.0,63.41340517,108.0,231.0,19.31718637,14.98422312,0.0,0.0,25.06031932,86.92632335,62.5,0.0,93.0779959,0.0,0.0,262.2217983,0.0
92,2,26,5,0.539,311,132,0,355,0,192,0,62,16,226,0,1831,4,56,1,0,2,0,0,50,0,0,382,0,0,293,0,110.244373,18.88695846,0.0,350.16016329999997,0.0,24.54441099,0.0,104.33548950000001,3.32576609,15.07678467,0.0,34.78567095,0.0,32.95492697,22.0,0.0,70.5,0.0,0.0,39.78781993,0.0,0.0,42.34412442,0.0,0.0,56.84394098,0.0
5,1,25,5,0.2092,244,44,0,3,4,29,0,4,8,5,0,716,2,23,27,0,0,1,0,0,3,0,166,2,0,2,0,149.4795082,12.00968459,0.0,563.0,0.0,16.81278877,0.0,0.0,5.079446021,87.79524612,0.0,18.37842626,0.0,28.40383971,9.307286082000001,0.0,0.0,30.0,0.0,0.0,36.03995545,0.0,138.68868500000002,157.0,0.0,0.0,0.0
47,1,20,4,-0.2055,135,277,0,0,0,367,0,2,144,152,0,1379,0,9,612,0,42,0,0,0,0,0,1033,0,4,0,0,22.32592593,9.453412449,0.0,0.0,0.0,12.05295697,0.0,0.0,2.8872180689999998,34.91968777,0.0,32.61346502,0.0,60.8,11.10388447,0.0,51.12939961,0.0,0.0,0.0,0.0,0.0,84.7066002,0.0,2.0,0.0,0.0
45,2,21,4,0.9461,401,237,0,210,10,54,0,16,25,131,12,1993,69,73,12,0,22,40,34,91,17,0,343,0,15,608,0,157.72319199999998,9.027679632,0.0,333.5608789,11.0,12.73424382,0.0,0.0,4.762248859,38.09178873,31.63805921,29.47633052,48.01937878,78.00985337,0.0,0.0,12.5,33.72844888,33.25342913,54.92106274,23.73751348,0.0,67.40755805,0.0,50.85016403,79.18397059,0.0
18,1,31,5,-0.2644,601,326,146,110,41,1761,13,53,5677,135,39,3827,5,90,223,0,15,95,8,54,12,0,368,0,45,206,0,91.44093178,18.02691362,64.94546975,70.94576297,100.8522865,15.56651729,12.4866773,98.29350974,5.518634681,18.95965316,76.61582385,30.714260600000003,329.6666667,39.66230683,73.35106529,0.0,171.86546830000003,37.67907113,149.50726840000002,86.56350127,18.472883,0.0,39.62729832,0.0,56.46731251,35.39333417,0.0
131,2,18,4,1.2295,199,609,9,285,406,387,0,11,388,99,0,1874,114,58,186,0,56,34,0,108,17,0,224,0,16,374,0,174.8693467,6.681202052000001,46.85714286,198.61136480000002,7.6784195429999995,13.14384461,0.0,47.92674266,3.334681015,16.09710308,0.0,25.54673281,17.13917098,46.49250456,7.724946584,0.0,22.278083,50.114546999999995,0.0,35.02571203,31.95001885,0.0,55.95336548,0.0,44.59008504,91.71563885,0.0
128,2,19,4,0.5735,138,218,0,0,111,104,65,4,102,182,29,1491,73,44,27,0,0,32,16,1,0,0,544,17,5,819,0,60.66666667,8.631371135,0.0,0.0,17.71624684,22.08798008,85.64337459,0.0,3.840283893,20.40997835,39.99748735,51.87686693,49.73867703,51.14135433,26.0,0.0,0.0,59.909352399999996,59.47215085,0.0,0.0,0.0,71.84619146,176.54042890000002,0.0,48.58815971,0.0
112,1,25,5,1.2022,173,1041,0,30,63,116,4,6,737,141,19,1919,4,18,382,0,9,0,12,26,50,0,240,205,14,872,0,53.53179191,5.039091639,0.0,89.00720636,50.31364225,18.62473208,0.0,0.0,3.040623053,8.102430927999999,35.653791299999995,14.69781279,0.0,37.0250667,7.052419319,0.0,273.86547060000004,0.0,0.75,46.63480034,10.42148358,0.0,30.40986251,37.59955642,18.9372874,44.46601823,0.0
83,2,26,4,-0.3376,318,292,0,0,6,99,0,141,56,49,5,2218,4,32,14,6,0,2,0,18,0,0,117,23,4,4,0,230.4150943,19.37613057,0.0,0.0,122.0,29.57088016,0.0,177.7527577,15.32407372,29.21780935,246.0,46.81800035,0.0,117.7873527,12.39835378,46.905105799999994,0.0,86.0,0.0,50.41275988,0.0,0.0,123.271596,60.611875600000005,0.0,25.0,0.0
123,1,41,4,0.8845,1001,94,0,10,4,146,0,11,9,11,0,2136,4,116,57,0,0,10,0,4,0,0,12,0,16,10,0,96.34665335,18.25454053,0.0,0.0,0.0,25.90061026,0.0,80.0,3.54669373,10.54545455,0.0,28.58964083,0.0,36.98876026,30.5767766,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.47003341,0.0,0.0,0.0,0.0
59,2,19,4,0.7233,354,278,0,29,96,128,0,0,20,141,17,2841,18,49,27,46,0,65,11,77,5,0,227,0,0,670,0,72.10169492,18.22090803,0.0,103.4176667,92.09519287,25.39864753,0.0,0.0,2.9968610630000003,22.30023245,111.0,28.21164288,50.28017559,50.70458477,12.69084457,3.457952508,0.0,10.92530237,110.6059822,41.73580354,22.66667561,0.0,50.17299971,0.0,0.0,65.32635970000001,0.0
1,1,21,4,0.9921,98,239,3,0,21,88,0,4,42,113,23,3430,5,19,4,0,0,7,0,34,0,0,187,0,1,211,0,176.21428569999998,21.20123595,77.0,0.0,292.6953664,29.82364569,0.0,0.0,2.149066178,16.75314657,90.80437962,42.19741093,52.0,53.70294692,0.0,0.0,0.0,24.28571429,0.0,74.58764491,0.0,0.0,95.82911038,0.0,0.0,82.58195373,0.0
0,1,23,4,0.7251,120,414,0,40,51,553,0,8,31,260,52,1930,3,128,113,0,11,1,7,153,0,184,231,176,1,8,0,80.50833333,19.98923409,0.0,474.1497414,66.14281193,27.29980671,0.0,63.48294756,5.5948656429999994,22.30645631,62.54180805,60.22236339,102.0,66.64077967,19.27336697,0.0,35.31607592,4.0,60.66666667,55.46902727,0.0,124.44737109999998,72.5028561,125.3829965,140.0,0.0,0.0
60,1,22,4,1.4571,150,3859,8,2893,218,184,14,8,3661,180,9,2602,17,49,94,0,28,2,34,31,0,38,192,11,21,178,0,13.0,0.0,0.0,71.49655799,203.35418080000002,11.58993526,31.54605781,0.0,2.72348185,3.890978211,54.42857143,14.52561515,10.59200979,54.58823529,7.924092907,0.0,32.1813026,0.0,84.41252371,31.53303993,0.0,17.88002767,43.53505036,6.0,14.0,26.26981924,0.0
89,2,27,4,1.3434,143,194,31,138,16,182,0,10,51,255,25,2256,7,36,13,0,27,5,37,79,0,0,152,6,18,369,0,0.0,10.16475461,91.73194361,121.69463780000001,45.16666667,16.92015612,0.0,0.0,3.137911281,24.17552363,109.73333329999998,32.51168782,8.0,72.56671661,2.280005711,0.0,39.38800471,5.0,27.58714988,54.88468188,0.0,0.0,76.06788399999999,0.0,51.0,70.69561987,0.0
3,2,34,5,0.7387,89,157,0,0,41,75,2,4,3625,102,0,3140,256,108,21,0,0,9,0,3,108,0,263,53,4,118,0,35.31460674,20.67772305,0.0,0.0,84.17302801,31.06952229,99.0,0.0,3.227028832,17.03065505,0.0,41.0594892,30.19328458,42.85790792,15.2534274,0.0,0.0,11.40574214,0.0,2.0,28.18058227,0.0,50.14630932,37.60006769,0.0,63.63065532,0.0
66,1,28,4,0.8435,735,286,0,0,42,139,0,79,377,73,0,1941,24,140,37,0,0,17,17,22,19,0,557,0,22,10,0,85.67755102,24.46967571,0.0,0.0,77.99170658,24.03332462,0.0,80.16043215,5.787132248,11.35680411,0.0,20.48074575,72.30810814,84.91091688,17.65667287,0.0,0.0,40.21428571,36.99016433,36.0,15.36842105,0.0,54.20892028,0.0,11.51540818,0.0,0.0
121,2,23,4,0.9769,176,246,0,30,31,65,0,15,7,42,1,1493,14,31,196,48,0,1,20,78,0,0,274,120,19,879,0,43.57954545,11.69165495,0.0,350.63795439999996,191.68983980000002,15.35751245,0.0,4.0,3.788097394,43.77792386,0.0,24.38397811,23.84287727,53.84554874,14.27587475,4.655430386,0.0,27.0,0.0,47.55280354,0.0,0.0,54.08188439,6.09459366,20.24005118,46.94813308,0.0
28,2,25,5,0.1229,17,159,0,94,19,45,0,12,137,40,0,356,8,14,2,0,2,22,0,47,53,0,127,0,5,10,0,0.0,5.7147294639999995,0.0,481.5471676,83.02868666,17.84170666,0.0,0.0,2.964727364,21.87288956,0.0,43.34516553,16.32667409,56.66666667,0.0,0.0,582.0,72.35907370000001,0.0,40.26430914,12.27024426,0.0,70.72311593,0.0,28.0,0.0,0.0
23,2,50,2,-0.9661,98,56,0,0,12,103,0,12,4,144,0,1882,4,8,6,0,0,2,0,4,0,0,72,0,75,9,0,0.0,26.66676167,0.0,0.0,0.0,21.39204637,0.0,0.0,10.74449164,32.626397999999995,0.0,60.74489784,0.0,0.0,0.0,0.0,0.0,35.0,0.0,56.0,0.0,0.0,51.54325809,0.0,31.9746321,4.0,0.0
19,1,23,4,0.0911,416,1428,56,14,307,529,6,50,1052,190,51,2111,32,73,72,0,0,4,59,153,8,0,1103,0,59,142,0,163.14423080000003,8.792905994,44.76514585,0.0,14.43791669,3.8633837410000003,6.988013785,25.46345745,4.898367132,9.828503235,37.93265886,17.63653292,17.3978326,17.24094408,4.895117048,0.0,0.0,7.810025336,43.91596641,42.21875876,17.5,0.0,35.566683700000006,0.0,13.73879434,24.39149164,0.0
106,1,21,4,-0.0214,174,1172,0,352,72,680,0,915,59,303,76,4560,657,168,673,0,4,0,192,74,55,0,1322,431,18,1774,0,25.01724138,16.61184752,0.0,247.5556606,30.83814104,24.63919633,0.0,152.83293600000002,2.0,21.96891671,46.47878106,31.03627412,12.00084019,39.41073489,12.28180488,0.0,0.0,0.0,43.42036931,29.45006056,15.14049166,0.0,34.931574600000005,42.40780537,2.0,86.31465802,0.0
29,2,23,4,-0.0782,238,237,0,163,21,40,0,16,113,90,7,2364,7,6,359,0,0,0,0,39,110,0,67,0,2,72,0,255.2773109,16.99224261,0.0,254.49895069999997,231.2,27.285234000000003,0.0,0.0,2.942063133,22.81196346,57.4,37.38131005,41.94006682,51.34006607,10.65524399,0.0,0.0,0.0,0.0,55.98113034,34.91576,0.0,66.02597382,0.0,0.0,98.19622375,0.0
49,2,20,4,0.5569,138,112,4,168,10,95,0,6,9,83,0,760,10,16,29,0,0,0,0,43,2,0,118,0,4,170,0,56.46376812,26.94899302,75.0,80.0165811,55.99020774,22.48954924,0.0,0.0,5.222657663000001,20.70847923,0.0,41.80246707,15.66666667,73.44011959,32.75009379,0.0,0.0,0.0,0.0,43.43108617,27.0,0.0,119.44877079999999,0.0,0.0,102.9920781,0.0
32,1,29,5,0.8474,246,269,0,0,33,198,0,0,4,138,0,1815,7,35,135,0,15,15,0,37,22,0,272,27,12,89,0,0.0,9.151020087000001,0.0,0.0,164.8503812,22.70519115,0.0,0.0,17.28145513,20.40074639,0.0,30.29437084,84.20329443,45.34311947,10.30637793,0.0,47.15287074,65.75686148,0.0,60.54294977,14.58801414,0.0,72.83017749,62.38461538,45.02350439,18.46285731,0.0
87,1,25,5,0.9174,248,181,33,0,14,138,0,11,52,211,8,2184,2,66,17,0,0,60,79,16,28,130,26,0,10,294,0,405.4717742,18.82045624,47.17777032,0.0,159.2343156,38.11031085,0.0,2.0,4.841989521,22.51933846,45.42208693,27.36640963,0.0,46.69819417,8.635720101,0.0,0.0,38.67892843,51.11295218,57.54757967,43.16353795,68.09365971,74.62491067,0.0,35.0,88.57897543,0.0
101,2,18,4,0.1532,377,95,0,122,22,30,0,132,10,43,0,1555,10,13,31,2,0,5,88,8,0,0,92,0,4,57,0,192.3342175,22.00832409,0.0,338.2940034,47.85009218,30.39679013,0.0,30.99713669,4.577754468999999,33.19788609,0.0,33.66714477,0.0,36.96004455,4.985897798,8.0,0.0,52.26674553,17.96280052,77.59812272,0.0,0.0,73.76262679999999,0.0,0.0,42.99712991,0.0
110,1,26,5,0.5352,288,127,0,4,6,55,0,143,5,32,0,652,8,29,11,0,0,2,23,2,0,0,41,40,2,18,0,117.86458329999999,41.11525661,0.0,0.0,0.0,20.70456861,0.0,90.87450354,4.695353184,22.077166300000002,0.0,13.346040700000001,0.0,54.32289075,12.0,0.0,0.0,14.0,29.02403684,18.0,0.0,0.0,39.95100353,110.3475572,0.0,0.0,0.0
35,2,24,4,0.9327,204,161,0,100,41,147,0,35,26,158,18,2683,44,41,89,0,0,17,16,74,1,1,335,0,18,658,0,1347.676471,18.68205505,0.0,284.3741097,132.4172166,24.5070914,0.0,32.4,11.60307614,19.82123169,55.73207186,35.07153287,36.98643364,54.27272727,18.20604269,0.0,0.0,8.970035153,0.0,55.78631109,2.0,23.0,57.38817329,0.0,19.29338219,64.47408992,0.0
81,2,20,4,0.9814,113,151,0,321,80,156,0,6,5,132,0,2364,6,21,185,47,0,0,0,24,13,22,639,0,4,386,0,71.81415929,13.05913239,0.0,517.7627878999999,121.58772479999999,23.36890375,0.0,0.0,3.291412155,48.83300992,0.0,40.79150375,0.0,109.072235,28.88554722,9.072442707,0.0,0.0,0.0,91.66146329,18.23667259,80.55399781,112.9626385,0.0,0.0,36.84892073,0.0
116,1,27,5,1.368,134,886,0,13,44,130,0,191,16,2,512,1307,7,63,25,0,0,33,9,2,1,384,875,23,10,127,0,68.05223881,3.888922542,0.0,254.33333330000002,132.02993840000002,20.74605263,0.0,82.94717581,2.9252359789999995,53.0,33.40212182,11.257619199999999,82.0,39.71556648,10.65334953,0.0,0.0,36.41911268,65.0,0.0,14.0,30.64334319,65.15353943,17.3,55.80022274,13.60183777,0.0
135,2,26,5,0.0797,49,104,0,7,13,45,0,49,40,23,66,541,10,27,20,0,0,0,9,44,1,0,26,11,14,48,0,0.0,11.25195943,0.0,63.46690469,64.0,36.53253651,0.0,97.74100851,5.065949795,25.02478945,39.996221000000006,34.31092821,0.0,61.89877764,16.26003116,0.0,0.0,0.0,5.9800222739999995,52.04538613,17.0,0.0,40.24775805,24.0,0.0,27.36240118,0.0
85,2,20,4,0.9317,372,1082,0,603,32,380,24,4,658,439,0,7765,42,184,38,50,0,1,38,0,105,0,590,8,108,3800,0,47.77956989,1.897833104,0.0,132.8626071,93.0,22.68726048,1.0,0.0,2.24630239,11.02873037,0.0,14.72791952,15.67488005,39.5350776,6.170653415,1.6322454869999998,0.0,12.0,1.465628676,0.0,13.33776609,0.0,37.53105067,0.0,13.05772015,25.55253229,0.0
104,1,26,5,1.7384,32,4,0,55,2,7,0,2,2,17,0,223,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,103.28125,10.98002226,0.0,413.6080514,0.0,9.475026163999999,0.0,46.0,2.074191361,18.24535849,0.0,21.45769169,0.0,76.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
86,2,21,5,0.293,49,157,4,2,9,44,0,11,8,110,0,1268,8,95,74,0,2,18,37,121,0,44,609,3,4,6,0,0.0,29.02573825,0.0,0.0,79.2,16.18747824,0.0,20.0,4.974101072,20.48993405,0.0,30.95109746,0.0,72.46712755,8.454677052000001,0.0,0.0,66.98652298,15.64001157,54.30376207,0.0,19.58197096,55.57508929,53.0,0.0,0.0,0.0
27,1,25,4,0.3633,312,155,0,0,0,47,0,0,2401,245,0,2923,17,0,72,0,0,2,0,0,0,0,145,7,0,509,0,117.2115385,17.49335702,0.0,0.0,0.0,17.85540129,0.0,0.0,2.0,13.79612596,0.0,25.72618488,33.48859639,0.0,10.16546889,0.0,0.0,11.5,0.0,0.0,0.0,0.0,43.77020302,2.0,0.0,48.06238988,0.0
10,2,24,5,0.34600000000000003,288,87,0,0,23,88,0,70,5,97,22,2292,23,107,43,0,0,0,343,0,63,0,430,99,25,10,0,113.64583329999999,23.71130718,0.0,0.0,54.23076923,20.56627564,0.0,33.07044227,3.649422304,26.36413713,131.4069486,27.5261604,22.22003632,34.51911504,33.25800261,0.0,0.0,0.0,53.71995411,0.0,16.25705542,0.0,85.92267984,71.89327086,129.8,24.0,0.0
41,1,33,4,-0.0822,1300,488,11,31,363,435,0,216,122,59,164,5533,9,341,14,4,2,16,222,244,26,0,582,46,54,2142,0,122.80615379999999,22.54629108,12.0,44.0,103.6181075,33.2556271,0.0,10.21194491,9.242886062,19.01544862,39.29528275,19.3479124,92.0,52.29924406,70.0,21.5,6.0,26.3154665,32.50529887,55.76145692,13.75955589,0.0,53.69546766,32.91005961,39.79067784,41.70517535,0.0
71,1,21,4,1.0024,174,187,42,545,97,96,0,1,8,101,3,1826,18,36,9,0,0,8,15,61,0,111,61,15,0,0,9,72.6091954,14.62171784,42.43628169,145.5291747,42.171988299999995,29.94190933,0.0,2.0,3.555230552,24.67910906,30.0,34.12479307,114.43548270000001,50.65,16.64002782,0.0,0.0,0.0,138.1562111,43.84745763,0.0,145.4211315,58.30771018,26.20505059,0.0,0.0,103.365165
102,1,26,5,-0.0558,464,3820,0,279,227,428,1,20,61,138,35,2459,0,185,186,0,0,12,28,76,0,29,559,12,5,842,0,82.34482759,3.680592685,0.0,124.7117038,79.18893522,27.71651969,8.0,0.0,2.0,17.66658389,41.48352314,28.44198155,0.0,49.71595671,19.44133822,0.0,0.0,32.24005249,82.55282794,43.12958703,0.0,44.84324287,58.05789878,10.5,6.5,40.195047100000004,0.0
79,2,24,5,0.8584,269,218,0,101,15,104,0,39,8,503,0,3669,8,42,4,0,0,5,3,48,23,0,308,0,3,1087,0,297.6022305,14.9601518,0.0,16.11491854,68.67508971,5.074362699,0.0,34.5978851,2.4898365119999997,13.85600986,0.0,33.87313771,4.0,67.76147929999999,0.0,0.0,0.0,34.0,4.0,58.13916318,24.07163399,0.0,40.07023098,0.0,1.0,37.59674276,0.0
