,Gender,Age,Education_lev,fluidIQ,freq_calls,freq_Tools,freq_Finance,freq_Games,freq_Entertainment,freq_Productivity,freq_Personalization,freq_News...Magazines,freq_Unknown,freq_Photography,freq_Shopping,freq_Communication,freq_Books...Reference,freq_Travel...Local,freq_Music...Audio,freq_Medical,freq_Education,freq_Business,freq_Lifestyle,freq_Transportation,freq_Weather,freq_Sports,freq_Browser,freq_Health...Fitness,freq_Media...Video,freq_Social,freq_Comics,mydatatest.avg_duration_calls,dur_Tools,dur_Finance,dur_Games,dur_Entertainment,dur_Productivity,dur_Personalization,dur_News...Magazines,dur_Unknown,dur_Photography,dur_Shopping,dur_Communication,dur_Books...Reference,dur_Travel...Local,dur_Music...Audio,dur_Medical,dur_Education,dur_Business,dur_Lifestyle,dur_Transportation,dur_Weather,dur_Sports,dur_Browser,dur_Health...Fitness,dur_Media...Video,dur_Social,dur_Comics,Emotional Stability
1,1.0,23.0,4.0,0.7251,120.0,414.0,0.0,40.0,51.0,553.0,0.0,8.0,31.0,260.0,52.0,1930.0,3.0,128.0,113.0,0.0,11.0,1.0,7.0,153.0,0.0,184.0,231.0,176.0,1.0,8.0,0.0,80.5083333333333,19.9892340944657,0.0,474.149741372312,66.142811933548,27.2998067102042,0.0,63.4829475551376,5.59486564300966,22.3064563117097,62.5418080515106,60.222363394913,102.0,66.6407796724289,19.2733669729923,0.0,35.3160759205747,4.0,60.6666666666667,55.4690272668068,0.0,124.447371127306,72.5028561014452,125.382996506158,140.0,0.0,0.0,0
2,1.0,21.0,4.0,0.9921,98.0,239.0,3.0,0.0,21.0,88.0,0.0,4.0,42.0,113.0,23.0,3430.0,5.0,19.0,4.0,0.0,0.0,7.0,0.0,34.0,0.0,0.0,187.0,0.0,1.0,211.0,0.0,176.214285714286,21.2012359486119,77.0,0.0,292.695366429791,29.8236456900874,0.0,0.0,2.14906617752123,16.7531465663771,90.8043796172504,42.1974109258036,52.0,53.7029469167557,0.0,0.0,0.0,24.2857142857143,0.0,74.5876449114748,0.0,0.0,95.8291103807464,0.0,0.0,82.5819537340634,0.0,1
3,2.0,22.0,5.0,0.5541,226.0,135.0,0.0,347.0,6.0,75.0,0.0,9.0,6.0,40.0,19.0,1068.0,12.0,20.0,2.0,0.0,69.0,3.0,0.0,47.0,0.0,0.0,101.0,0.0,0.0,277.0,0.0,84.9026548672566,27.019118684255,0.0,178.964202013156,0.0,32.3128655790665,0.0,95.7003341134764,5.06264699216205,38.5773615906811,39.3891527673469,25.3616921751968,35.6600604240646,149.456140917324,20.0,0.0,239.753780984539,3.66666666666667,0.0,65.9774540339823,0.0,0.0,86.0990517091466,0.0,0.0,78.2534317727397,0.0,0
4,2.0,34.0,5.0,0.7387,89.0,157.0,0.0,0.0,41.0,75.0,2.0,4.0,3625.0,102.0,0.0,3140.0,256.0,108.0,21.0,0.0,0.0,9.0,0.0,3.0,108.0,0.0,263.0,53.0,4.0,118.0,0.0,35.314606741573,20.6777230458759,0.0,0.0,84.173028012243,31.0695222914638,99.0,0.0,3.22702883248218,17.0306550495473,0.0,41.0594892030881,30.1932845779783,42.8579079188179,15.2534273975307,0.0,0.0,11.4057421422229,0.0,2.0,28.1805822733926,0.0,50.1463093189931,37.6000676934134,0.0,63.630655315567,0.0,0
5,2.0,23.0,4.0,0.9785,244.0,140.0,0.0,164.0,20.0,140.0,1.0,0.0,3284.0,266.0,0.0,2153.0,14.0,141.0,13.0,0.0,0.0,0.0,0.0,6.0,72.0,0.0,363.0,0.0,10.0,15.0,0.0,98.1639344262295,8.812731665612,0.0,43.5009112780573,3.62145467770003,14.4098249265464,6.0,0.0,2.50226507577142,11.1327981555196,0.0,26.9685648140698,67.7126884469082,48.2232065847211,2.24500587278336,0.0,0.0,0.0,0.0,77.3333333333333,3.81267137489482,0.0,30.3355292959117,0.0,9.0,16.4000087402133,0.0,1
6,1.0,25.0,5.0,0.2092,244.0,44.0,0.0,3.0,4.0,29.0,0.0,4.0,8.0,5.0,0.0,716.0,2.0,23.0,27.0,0.0,0.0,1.0,0.0,0.0,3.0,0.0,166.0,2.0,0.0,2.0,0.0,149.479508196721,12.0096845895745,0.0,563.0,0.0,16.8127887689894,0.0,0.0,5.07944602096306,87.7952461248235,0.0,18.3784262647318,0.0,28.4038397064787,9.30728608234829,0.0,0.0,30.0,0.0,0.0,36.0399554515365,0.0,138.688685030709,157.0,0.0,0.0,0.0,1
7,1.0,23.0,5.0,0.4192,47.0,459.0,0.0,9.0,135.0,447.0,0.0,10.0,33.0,134.0,0.0,1433.0,24.0,84.0,12.0,0.0,37.0,51.0,0.0,53.0,29.0,0.0,104.0,14.0,28.0,308.0,0.0,684.212765957447,10.1400735393802,0.0,19.1680383364666,19.1908800322813,14.4095780649531,0.0,6.39200899964278,3.81880330481411,13.7529789317568,0.0,21.9413845296121,3.32667374033034,17.3100390433564,3.995560297824,0.0,20.6250246387828,5.43556538872095,0.0,20.7697559420831,2.0,0.0,33.798317946581,18.4733554765786,20.486991036524,22.6935960401098,0.0,0
8,2.0,18.0,4.0,0.5361,368.0,926.0,0.0,121.0,508.0,202.0,0.0,7.0,34.0,443.0,3.0,6019.0,12.0,192.0,183.0,45.0,28.0,23.0,1.0,0.0,60.0,0.0,624.0,47.0,27.0,1344.0,0.0,31.7771739130435,16.143544792428,0.0,183.087772629211,182.977180937872,12.0914826908703,0.0,8.25,2.0,23.7571529656389,0.0,29.5321163640151,10.9900149004687,37.4433604553719,21.0638291362531,2.0,50.8815852443216,23.9500561232861,0.0,0.0,3.66783262497298,0.0,38.1785204039899,25.6395358270251,43.182416750976,48.548518692846,0.0,0
9,2.0,20.0,4.0,0.2676,129.0,493.0,84.0,2.0,94.0,228.0,20.0,24.0,240.0,635.0,1.0,4575.0,25.0,33.0,27.0,0.0,2.0,39.0,4.0,21.0,13.0,0.0,1494.0,0.0,39.0,365.0,0.0,0.0,6.18271775583321,36.319479203579,207.0,77.8234719714002,18.9057231107786,1.2094734937375,2.0,3.09165595600188,20.4981831624221,6.0,33.9561196403494,29.7140285102452,61.9467731610957,8.08762803257072,0.0,0.0,46.1177188170591,0.0,57.8,2.0,0.0,59.6718028962428,0.0,17.5896970275401,65.2070587788967,0.0,0
10,2.0,21.0,4.0,0.259,37.0,204.0,0.0,387.0,23.0,269.0,0.0,84.0,19.0,126.0,91.0,2086.0,17.0,21.0,15.0,75.0,0.0,11.0,7.0,316.0,2.0,0.0,446.0,6.0,14.0,95.0,0.0,241.864864864865,9.99111587506931,0.0,366.901522057561,18.606738365984,15.4426346082479,0.0,79.5748096835594,3.50775107499878,24.2610844834142,115.493502085547,37.6031512910379,47.0400499456983,33.5714285714286,71.1818181818182,7.46180913705292,0.0,20.455052811614,28.9350723912532,50.7616606810347,0.0,0.0,53.7227155325518,65.8651553249096,12.0911341441243,34.7651563224408,0.0,1
11,2.0,24.0,5.0,0.346,288.0,87.0,0.0,0.0,23.0,88.0,0.0,70.0,5.0,97.0,22.0,2292.0,23.0,107.0,43.0,0.0,0.0,0.0,343.0,0.0,63.0,0.0,430.0,99.0,25.0,10.0,0.0,113.645833333333,23.7113071773655,0.0,0.0,54.2307692307692,20.5662756431128,0.0,33.0704422657208,3.64942230362525,26.3641371266071,131.406948624694,27.5261603954931,22.2200363189877,34.5191150410589,33.2580026059548,0.0,0.0,0.0,53.7199541070872,0.0,16.2570554203802,0.0,85.9226798422261,71.893270864234,129.8,24.0,0.0,0
12,1.0,20.0,4.0,1.1349,51.0,1505.0,0.0,100.0,2.0,142.0,0.0,90.0,15.0,52.0,5.0,841.0,2.0,17.0,72.0,0.0,14.0,5.0,0.0,18.0,0.0,23.0,202.0,0.0,0.0,0.0,0.0,17.8235294117647,7.94622141358122,0.0,92.2190846788309,0.0,28.3540473161196,0.0,101.172384721422,5.35429027888988,25.9087084492136,146.0,94.208915909805,0.0,82.1262807616942,7.11001408739291,0.0,108.335198307507,12.9700334113476,0.0,70.5000054641956,0.0,75.3421299030563,91.6184945452636,0.0,0.0,0.0,0.0,1
13,2.0,27.0,2.0,0.6785,178.0,373.0,0.0,0.0,26.0,68.0,0.0,6.0,30.0,196.0,0.0,2255.0,19.0,12.0,8.0,0.0,0.0,14.0,122.0,0.0,0.0,0.0,25.0,0.0,143.0,460.0,0.0,459.050561797753,27.9421592546769,0.0,0.0,140.423646194972,34.1730387197043,0.0,0.0,2.63672074340233,23.2724397629612,0.0,30.0203827827785,20.6243050843891,32.0,33.0,0.0,0.0,44.4200828473656,48.8579765283308,0.0,0.0,0.0,98.0583447282813,0.0,40.1778427416209,107.390911893298,0.0,0
14,2.0,26.0,5.0,0.9162,332.0,193.0,0.0,9.0,23.0,170.0,0.0,85.0,3.0,11.0,0.0,1183.0,9.0,14.0,13.0,0.0,0.0,0.0,0.0,25.0,8.0,7.0,38.0,0.0,2.0,85.0,0.0,60.2590361445783,9.14549230823741,0.0,477.0,73.2307692307692,22.0631690962401,0.0,26.5739807395868,5.27443512585247,52.0001205590941,0.0,20.2745930348961,24.25,83.3921796925869,6.0,0.0,0.0,0.0,0.0,32.4095470973866,46.6666666666667,38.3333333333333,64.1808165080956,0.0,0.0,25.0691793458637,0.0,1
15,2.0,25.0,5.0,0.6056,154.0,132.0,0.0,0.0,15.0,73.0,0.0,0.0,9.0,58.0,0.0,1262.0,0.0,20.0,2.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,71.0,0.0,0.0,10.0,0.0,0.0,35.2908709849005,0.0,0.0,76.4600483534691,24.3822143053027,0.0,0.0,14.1815499156324,40.8556365883303,0.0,48.9017588036364,0.0,106.716715896117,0.0,0.0,59.132071853045,0.0,0.0,0.0,0.0,0.0,152.161148566622,0.0,0.0,43.8801259395904,0.0,1
16,2.0,19.0,4.0,0.9034,253.0,300.0,0.0,0.0,19.0,55.0,0.0,22.0,14.0,227.0,0.0,2083.0,13.0,24.0,7.0,0.0,0.0,12.0,0.0,48.0,6.0,0.0,99.0,0.0,13.0,275.0,0.0,0.0,24.8040303298478,0.0,0.0,51.3333512290304,42.2652856305068,0.0,18.6782383215886,2.79890049757914,26.2256611801482,0.0,27.1234447844178,74.0712811967002,77.7009514120652,0.0,0.0,0.0,23.8333333333333,0.0,70.9358618190463,2.0,0.0,70.2800867729311,0.0,36.8571428571429,100.382506212334,0.0,0
17,2.0,20.0,4.0,0.9763,134.0,111.0,7.0,0.0,19.0,374.0,0.0,11.0,25.0,93.0,16.0,1326.0,69.0,73.0,37.0,0.0,0.0,10.0,4.0,56.0,0.0,0.0,311.0,52.0,4.0,736.0,0.0,35.865671641791,26.81980462443,49.7467401537115,0.0,322.704986637384,22.136856384639,0.0,18.2350173350553,3.56835012006824,10.1200370543397,72.0884186666962,28.5873042146478,34.0477710535499,52.8957106363577,22.3243246976409,0.0,0.0,16.6,0.0,60.0440829159888,0.0,0.0,72.8200699968142,58.9900640569064,46.2068076561508,67.8793750885661,0.0,1
18,2.0,21.0,3.0,1.5184,20.0,122.0,0.0,22.0,1.0,46.0,0.0,0.0,25.0,151.0,0.0,1249.0,18.0,2.0,56.0,0.0,0.0,39.0,0.0,63.0,1.0,0.0,333.0,3.0,0.0,333.0,0.0,0.0,41.9242048669254,0.0,696.47619047619,18.0,30.274040327958,0.0,0.0,4.47251831647742,21.067405956362,0.0,36.781262459532,37.8857629863346,151.0,12.7658110713338,0.0,0.0,60.6631197245432,0.0,61.1424235295637,24.0,0.0,73.730653694689,518.0,0.0,57.5946122659355,0.0,1
19,1.0,31.0,5.0,-0.2644,601.0,326.0,146.0,110.0,41.0,1761.0,13.0,53.0,5677.0,135.0,39.0,3827.0,5.0,90.0,223.0,0.0,15.0,95.0,8.0,54.0,12.0,0.0,368.0,0.0,45.0,206.0,0.0,91.4409317803661,18.0269136165784,64.9454697500168,70.9457629655895,100.852286455967,15.5665172891461,12.486677302637,98.2935097395813,5.51863468104723,18.9596531593405,76.6158238518044,30.714260601042,329.666666666667,39.6623068269221,73.3510652868223,0.0,171.865468312864,37.6790711281966,149.507268415546,86.5635012734898,18.4728829952354,0.0,39.6272983213906,0.0,56.4673125083943,35.3933341712582,0.0,0
20,1.0,23.0,4.0,0.0911,416.0,1428.0,56.0,14.0,307.0,529.0,6.0,50.0,1052.0,190.0,51.0,2111.0,32.0,73.0,72.0,0.0,0.0,4.0,59.0,153.0,8.0,0.0,1103.0,0.0,59.0,142.0,0.0,163.144230769231,8.79290599370074,44.7651458543641,0.0,14.437916692216,3.86338374059046,6.98801378533665,25.463457453756,4.89836713154904,9.82850323526592,37.932658857201,17.6365329218955,17.3978325951573,17.2409440837353,4.89511704772197,0.0,0.0,7.8100253359642,43.9159664100888,42.218758758874,17.5,0.0,35.5666837026103,0.0,13.7387943383393,24.3914916361507,0.0,0
21,1.0,18.0,4.0,0.9713,129.0,134.0,0.0,153.0,15.0,313.0,0.0,85.0,16.0,32.0,0.0,643.0,4.0,4.0,60.0,0.0,4.0,2.0,2.0,18.0,24.0,0.0,529.0,0.0,4.0,752.0,0.0,39.5271317829457,22.7973897970567,0.0,146.091422682415,50.0287027817453,46.7667750593083,0.0,108.504072710171,3.2715269172428,21.5092012649923,0.0,27.3794054856167,0.0,0.0,11.6528257827145,0.0,0.0,0.0,0.0,42.1601548142959,10.2340194580297,0.0,121.422158228206,0.0,0.0,81.6953854293745,0.0,1
22,2.0,28.0,4.0,-0.3466,124.0,112.0,0.0,2.0,101.0,160.0,2.0,25.0,16.0,379.0,19.0,1913.0,4.0,67.0,393.0,0.0,4.0,2.0,271.0,42.0,83.0,0.0,274.0,19.0,4.0,1041.0,0.0,42.6693548387097,15.0524012665117,0.0,95.0,123.014899167709,65.2388202280169,0.0,78.1768494760492,4.93931621574526,76.4720709955386,335.316354422885,76.0576506262268,0.0,61.4243799205334,43.1596699455372,0.0,0.0,43.0,207.973433741572,52.8162900567241,47.1336492232385,0.0,93.9412376662835,58.6666666666667,0.0,112.191333718386,0.0,1
23,2.0,20.0,4.0,0.082,209.0,245.0,0.0,243.0,35.0,119.0,0.0,0.0,25.0,194.0,23.0,1769.0,13.0,48.0,40.0,0.0,0.0,23.0,0.0,134.0,44.0,0.0,411.0,0.0,61.0,303.0,0.0,55.6937799043062,11.2936723857655,0.0,74.1753769890723,167.976637846737,24.5469976348586,0.0,0.0,3.22473797480406,19.053120188682,34.6430666213778,31.9663937035042,35.2918320332353,51.1685014515066,43.1217627928742,0.0,0.0,41.5478503876414,0.0,50.81745254593,8.34200831639667,0.0,83.0972599458475,0.0,47.5695108759408,50.7905118510797,0.0,1
24,2.0,50.0,2.0,-0.9661,98.0,56.0,0.0,0.0,12.0,103.0,0.0,12.0,4.0,144.0,0.0,1882.0,4.0,8.0,6.0,0.0,0.0,2.0,0.0,4.0,0.0,0.0,72.0,0.0,75.0,9.0,0.0,0.0,26.666761668402,0.0,0.0,0.0,21.3920463683645,0.0,0.0,10.7444916445586,32.6263980045804,0.0,60.7448978355895,0.0,0.0,0.0,0.0,0.0,35.0,0.0,56.0,0.0,0.0,51.5432580879912,0.0,31.9746320984938,4.0,0.0,0
25,2.0,20.0,4.0,0.4028,202.0,147.0,0.0,161.0,11.0,61.0,0.0,4.0,19.0,51.0,0.0,1609.0,4.0,161.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,128.0,0.0,4.0,375.0,0.0,44.4306930693069,18.825831646753,0.0,350.939619241781,41.3333333333333,51.4701276842043,0.0,151.0,5.55182975049003,38.4780520934647,0.0,30.6377046978931,0.0,41.7177658301012,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,69.7415665873581,0.0,0.0,26.8261133716588,0.0,0
26,2.0,24.0,4.0,-0.2345,89.0,112.0,0.0,1.0,31.0,67.0,0.0,51.0,21.0,69.0,1.0,1693.0,4.0,129.0,4.0,0.0,0.0,24.0,70.0,25.0,0.0,0.0,480.0,0.0,24.0,479.0,0.0,53.4606741573034,4.87446038616496,0.0,18.0,149.817836582384,27.2835265149452,0.0,111.372088729009,3.01931900379737,30.6061827057321,0.0,46.0084452351595,0.0,57.1972072152606,0.0,0.0,0.0,45.9067761687303,53.6713226514605,57.3436647090312,0.0,0.0,92.5241448862509,0.0,18.240008766228,106.999438394955,0.0,1
27,2.0,27.0,5.0,0.0514,229.0,238.0,0.0,0.0,3.0,82.0,0.0,0.0,1.0,37.0,0.0,1251.0,0.0,12.0,62.0,0.0,0.0,0.0,0.0,43.0,0.0,0.0,19.0,0.0,0.0,4.0,0.0,146.825327510917,42.7007114604825,0.0,0.0,30.0,28.4700255264051,0.0,0.0,7.63386181956921,21.1629173614573,0.0,34.8582018263629,0.0,57.9882261791048,9.23929735877985,0.0,0.0,0.0,0.0,59.5089675660801,0.0,0.0,31.2577787794753,0.0,0.0,0.0,0.0,1
28,1.0,25.0,4.0,0.3633,312.0,155.0,0.0,0.0,0.0,47.0,0.0,0.0,2401.0,245.0,0.0,2923.0,17.0,0.0,72.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,145.0,7.0,0.0,509.0,0.0,117.211538461538,17.4933570189124,0.0,0.0,0.0,17.8554012929188,0.0,0.0,2.0,13.7961259593976,0.0,25.7261848808063,33.4885963877136,0.0,10.1654688922652,0.0,0.0,11.5,0.0,0.0,0.0,0.0,43.7702030157991,2.0,0.0,48.0623898751171,0.0,0
29,2.0,25.0,5.0,0.1229,17.0,159.0,0.0,94.0,19.0,45.0,0.0,12.0,137.0,40.0,0.0,356.0,8.0,14.0,2.0,0.0,2.0,22.0,0.0,47.0,53.0,0.0,127.0,0.0,5.0,10.0,0.0,0.0,5.71472946384466,0.0,481.547167639118,83.0286866590387,17.8417066628412,0.0,0.0,2.96472736408108,21.8728895649119,0.0,43.3451655286203,16.3266740871658,56.6666666666667,0.0,0.0,582.0,72.3590736971088,0.0,40.264309141228,12.2702442611092,0.0,70.7231159273166,0.0,28.0,0.0,0.0,0
30,2.0,23.0,4.0,-0.0782,238.0,237.0,0.0,163.0,21.0,40.0,0.0,16.0,113.0,90.0,7.0,2364.0,7.0,6.0,359.0,0.0,0.0,0.0,0.0,39.0,110.0,0.0,67.0,0.0,2.0,72.0,0.0,255.27731092437,16.9922426085128,0.0,254.498950737021,231.2,27.285234003755,0.0,0.0,2.94206313303822,22.8119634620724,57.4,37.3813100543459,41.9400668226953,51.3400660684228,10.6552439888099,0.0,0.0,0.0,0.0,55.9811303410113,34.91575999872,0.0,66.0259738155468,0.0,0.0,98.1962237539493,0.0,0
31,2.0,22.0,4.0,0.2014,114.0,450.0,0.0,170.0,111.0,176.0,0.0,72.0,43.0,186.0,2.0,6947.0,14.0,49.0,110.0,0.0,0.0,21.0,1.0,210.0,47.0,0.0,1080.0,11.0,26.0,12.0,0.0,0.0,6.28465405295655,0.0,43.6158731362278,51.8396310157765,18.453739845524,0.0,46.3682763262523,2.69230215087237,14.0133627808087,0.0,22.1174065912302,20.9733651643753,46.1323583822852,11.9020927191147,0.0,0.0,22.4087703954334,0.0,34.0451544071227,4.2207796817289,0.0,87.8959056887383,42.1076733862402,152.020827646817,0.0,0.0,1
32,2.0,21.0,4.0,0.498,121.0,362.0,3.0,448.0,275.0,40.0,0.0,40.0,62.0,42.0,1.0,2110.0,4.0,11.0,34.0,0.0,5.0,23.0,0.0,63.0,1.0,27.0,162.0,0.0,23.0,548.0,0.0,0.0,17.4179108435029,49.0,66.3592828549318,52.7459821989732,14.0800118554759,0.0,27.7575648890746,3.37599148135263,37.2283105700071,0.0,31.0166009201646,0.0,44.0,6.97431387394001,0.0,113.25,46.3943261465683,0.0,57.440719122883,32.0,32.9753027287932,67.3698573916001,0.0,55.1485427329843,112.680458114121,0.0,1
33,1.0,29.0,5.0,0.8474,246.0,269.0,0.0,0.0,33.0,198.0,0.0,0.0,4.0,138.0,0.0,1815.0,7.0,35.0,135.0,0.0,15.0,15.0,0.0,37.0,22.0,0.0,272.0,27.0,12.0,89.0,0.0,0.0,9.15102008676047,0.0,0.0,164.85038121538,22.7051911535358,0.0,0.0,17.2814551252746,20.4007463869483,0.0,30.2943708353975,84.2032944279366,45.3431194723785,10.30637792651,0.0,47.1528707424715,65.7568614791468,0.0,60.5429497737103,14.5880141391327,0.0,72.8301774918011,62.3846153846154,45.0235043854475,18.4628573112018,0.0,0
