"";"ID";"Gender";"Age";"Education_lev";"fluidIQ";"Emotional.Stability..N.";"Carefreeness..N1.";"Equanimity..N2.";"Positive.mood..N3.";"Self.consciousness..N4.";"Self.control..N5.";"Emot..robustness..N6.";"Extraversion..E.";"Friendliness..E1.";"Sociableness..E2.";"Assertiveness..E3.";"Dynamism..E4.";"Adventurousness...E5.";"Cheerfulness..E6.";"Openness..O.";"Openn..to.imagin...O1.";"Openn..to.aesth...O2.";"Openn..to.feel...O3.";"Openn..to.actions..O4.";"Openn..to.ideas..O5.";"Openn..to.val..norm...O6.";"Conscientiousness..C.";"Competence..C1.";"Love.of.order..C2.";"Sense.of.duty..C3.";"Ambition..C4.";"Discipline..C5.";"Caution..C6.";"Agreeableness..A.";"Willingness.to.trust..A1.";"Genuineness..A2.";"Helpfulness..A3.";"Obligingness..A4.";"Modesty..A5.";"Good.naturedness..A6.";"freq_calls";"freq_Tools";"freq_Finance";"freq_Games";"freq_Entertainment";"freq_Productivity";"freq_Personalization";"freq_News...Magazines";"freq_Unknown";"freq_Photography";"freq_Shopping";"freq_Communication";"freq_Books...Reference";"freq_Travel...Local";"freq_Music...Audio";"freq_Medical";"freq_Education";"freq_Business";"freq_Lifestyle";"freq_Transportation";"freq_Weather";"freq_Sports";"freq_Browser";"freq_Health...Fitness";"freq_Media...Video";"freq_Social";"freq_Comics";"mydatatest.avg_duration_calls";"dur_Tools";"dur_Finance";"dur_Games";"dur_Entertainment";"dur_Productivity";"dur_Personalization";"dur_News...Magazines";"dur_Unknown";"dur_Photography";"dur_Shopping";"dur_Communication";"dur_Books...Reference";"dur_Travel...Local";"dur_Music...Audio";"dur_Medical";"dur_Education";"dur_Business";"dur_Lifestyle";"dur_Transportation";"dur_Weather";"dur_Sports";"dur_Browser";"dur_Health...Fitness";"dur_Media...Video";"dur_Social";"dur_Comics"
"71";51117;1;23;4;2,3534;0,4933;1,236;1,524;2,342;1,41;-0,565;1,02;0,1131;-0,401;1,018;1,498;2,375;1,902;1,85;-0,7954;-0,539;-1,784;-1,472;1,974;0,727;0,384;-0,5742;0,997;-0,283;1,495;0,936;0,563;0,272;-1,7899;-1,386;-1,204;-1,189;-0,404;-1,468;-1,02;171;2560;297;696;170;323;11;8;2289;210;39;2258;11;112;84;0;107;58;31;0;0;0;1659;9;11;28;6;222,485380116959;7,05466732657363;30,2185495934529;85,7993475918186;12,5995315313079;15,399149104816;2,99600820135237;13;4,5762223426588;5,72329318840138;14,0224636620446;12,223277100711;15,2857142857143;14,6274987922033;2,96208688938567;0;24,413800379144;6,22052244904208;186,095869814371;0;0;0;44,6304060549822;26,7041106060648;1,29800242257695;39,149388525919;0
"72";51247;1;21;4;1,0024;-0,0148;0,51;1,104;1,568;1,623;-1,045;-0,688;-0,1731;2,793;2,104;-1,73;-0,909;0,554;2,527;-0,3823;1,818;-0,169;2,68;1,18;-0,018;0,197;-1,5984;-0,851;-1,189;-0,828;-1,395;-1,132;-0,226;0,0463;0,422;0,862;1,351;1,322;1,923;2,487;174;187;42;545;97;96;0;1;8;101;3;1826;18;36;9;0;0;8;15;61;0;111;61;15;0;0;9;72,6091954022989;14,6217178418556;42,4362816869082;145,529174706683;42,1719882977555;29,9419093269595;0;2;3,55523055210558;24,6791090586879;30;34,1247930723472;114,435482741603;50,65;16,6400278181661;0;0;0;138,156211067053;43,8474576271186;0;145,421131468863;58,3077101779594;26,2050505874406;0;0;103,36516495346
"73";53122;2;28;5;0,656;0,6027;0,752;1,311;3,315;0,988;1,36;0,551;0,0131;3,159;2,692;-0,969;-0,909;0,332;2,877;0,4474;2,381;1,798;3,368;2,537;1,29;1,132;0,1776;-0,016;2,898;2,749;1,255;1,816;2,726;0,6947;0,422;2,684;1,667;2,517;0,956;4,513;32;122;0;5;0;140;0;144;15;80;0;963;2;24;67;0;60;14;0;38;0;0;117;0;1;0;0;258;32,6085972342512;0;234,75;0;20,6958361621395;0;15,6361361227947;5,49784542467956;40,7229612178906;0;33,7579564733277;0;89,2561416180772;33,239868684411;0;244,862269858535;298,910349155132;0;55,089653471301;0;0;171,928595934412;0;12;0;0
"74";53503;1;32;4;-0,1564;-1,2092;-0,721;-0,807;-1,252;-0,815;-1,045;-0,951;-0,4628;-0,164;1,018;-0,013;1,154;0,332;0,225;-0,5985;0,343;0,288;0,591;0,917;0,727;0,008;-1,2186;-0,236;-1,189;-0,221;0,341;0,02;-0,899;-1,4083;-0,257;-0,061;-0,305;-1,027;-0,701;-1,02;1011;314;0;0;9;57;0;0;6;74;0;2318;0;5;40;0;0;0;0;0;9;0;109;0;0;49;0;74,6973293768546;23,5851961636685;0;0;10;15,9600489484534;0;0;5,82701740133531;26,4203978390597;0;10,8975481377143;0;37,8268717847786;9,66430288416028;0;0;0;0;0;13,2933820131872;0;74,1929463712931;0;0;23,5481934481666;0
"75";54633;2;18;4;0,5404;-0,0755;0,268;0,285;0,331;0,776;0,944;0,786;0,1472;1,11;2,104;0,976;1,777;0,995;1,511;-0,6291;-0,326;-0,475;1,644;1,443;0,727;0,008;-0,0308;0,722;1,16;0,954;1,902;3,108;1,139;-0,6465;0,194;0,379;0,753;-0,616;0,956;1,223;1055;343;9;4;70;251;0;48;45;238;18;4599;4;84;123;0;0;110;8;60;5;18;524;2;99;2999;0;43,3611374407583;20,5590716182068;5,33333333333333;381;142,198256361576;33,5186935664978;0;44,1708239318452;3,0075553148459;29,9455027831414;73,2526173776957;16,5740602432077;0;49,24001552115;35,7698307710205;0;0;34,1079598295543;7,78801453546168;40,3010270811853;13,6;48,9287956732558;70,2121869902493;0;20,4918352020901;39,1257283338436;0
"76";56351;2;23;4;0,711;-0,8136;-0,974;-0,807;-1,252;-1,316;1,799;0,786;-1,0514;2,472;-2,08;-0,252;-0,636;-1,337;-1,222;0,1059;4,128;0,949;6,041;-0,094;0,216;0,568;0,5131;0,216;3,288;3,144;1,255;2,132;4,54;0,2736;-0,705;0,379;2,343;1,898;0,516;4,513;13;141;0;603;13;115;0;14;23;73;0;919;4;10;21;0;28;1;9;30;0;34;117;22;12;9;0;920,230769230769;12,4464836119408;0;129,521503672735;324;100,312419695871;0;0;2,86663480837487;16,5456379044179;0;19,8670489573437;0;65,5;21,2222222222222;0;26,5228087423879;48;23,6601031919164;69,4479607507383;0;32,8760424823503;53,6138673250114;30,8250475278336;14,1666728589935;62;0
"77";57679;1;19;4;0,9055;-0,6083;-1,488;0,492;0,331;0,345;0,11;-0,688;-0,9546;0,082;-0,003;-0,489;-0,359;-2,847;0,84;-0,7717;0,114;-0,169;0,591;-0,094;0,464;0,568;-0,5691;-0,236;0,176;1,495;1,255;0,283;1,139;-1,2251;-0,481;-0,466;-0,54;0,041;-0,892;0,389;90;287;0;384;90;88;0;0;18;33;0;5468;239;23;159;0;0;52;0;114;0;15;1292;0;2;41;0;29,5444444444444;12,3608880252434;0;133,992590778063;100,817965091663;22,2981868726872;0;0;2,11390591177042;15,2565751777735;0;41,3905978535365;11,8427325981315;62,7400452852833;14,0789473299731;0;0;23,8933531807063;0;47,6040555077065;0;48,2286324604701;94,419540786016;0;0;31,5927767094845;0
"78";58173;2;24;5;0,5107;-0,3596;-0,721;-0,357;0,585;0,123;1,575;0,313;0,4585;2,178;1,283;0,473;1,777;1,215;4,158;0,2612;-0,108;-0,321;4,838;2,537;2,854;1,332;1,0653;2,541;0,905;3,144;4,659;3,936;3,915;0,8024;1,615;1,683;3,558;0,779;1,923;4,513;98;106;42;0;14;44;0;2;3;59;4;1170;4;86;14;0;154;7;0;152;0;0;118;4;14;0;0;50;9,91127294547305;44,0168856341148;0;14,9633781519908;15,3947368421053;0;0;3,0714983516451;21,8440348849657;0;23,5085930132276;0;67,0330005988466;5,9750278427897;0;123,367174358439;39,6200462172734;0;36,2919953261642;0;0;56,578807714161;0;20,9836496644885;0;0
"79";58444;2;21;4;0,8868;-0,1844;0,51;0,492;0,331;-0,103;0,533;0,551;-0,8661;0,591;-0,003;-1,215;-0,359;-1,603;0,84;-0,7987;0,576;0,134;1,28;-1,013;0,727;0,197;-0,4911;-0,651;1,16;1,22;1,902;0,283;1,139;-0,9867;-0,705;-0,268;0,2;-1,23;1,419;0,785;217;211;0;9;12;176;0;43;30;228;0;3807;4;173;28;0;1;0;7;0;0;0;674;0;11;6;0;85,2534562211982;14,3727344760145;0;10;61,0561369878544;26,2809241938139;0;160,80047913009;3,00456322009933;17,1704672115806;0;27,379535124639;0;55,6693953796387;13,9845575699307;0;34;0;28;0;0;0;87,6288930572261;0;27;17;0
"80";61577;2;24;5;0,8584;0,367;0,51;1,311;2,073;-0,335;1,799;1,255;-0,3048;0,85;1,283;-0,728;0,837;0,554;1,172;-0,4966;-0,326;-0,169;0,001;0,917;1,885;0,568;0,4091;0,722;1,963;3,62;3,206;2,132;1,768;0,5376;-0,032;2,321;2,712;1,046;2,511;2,861;269;218;0;101;15;104;0;39;8;503;0;3669;8;42;4;0;0;5;3;48;23;0;308;0;3;1087;0;297,602230483271;14,9601517978942;0;16,1149185356809;68,6750897068662;5,07436269873016;0;34,5978851042812;2,48983651219997;13,8560098577988;0;33,873137706364;4;67,7614792957101;0;0;0;34;4;58,13916317636;24,0716339880988;0;40,0702309760882;0;1;37,5967427615135;0
"81";62245;1;24;5;0,4346;0,7803;1,236;1,981;2,073;1,199;1,36;1,739;-0,6752;0,591;0,5;-0,013;-0,074;-1,603;0,84;-0,4597;-0,539;-1,549;0,001;2,248;1,29;1,132;-0,1567;0,722;-0,055;2,401;1,579;2,447;0,544;-0,245;-0,705;1,394;0,2;1,898;1,664;1,223;135;183;7;0;8;125;0;6;81;42;0;1137;0;50;6;0;0;0;26;63;0;0;233;0;0;433;0;19,5851851851852;16,657680770749;110,300370616264;0;22;20,8495779061235;0;3,16333704358292;4,72588014628224;18,4919129065358;0;29,5624102760489;0;61,7121874878767;0;0;0;0;45,8595485993099;63,9156110763246;0;0;104,860532220564;0;0;101,366150804558;0
"82";62574;2;20;4;0,9814;0,2139;-0,222;1,524;1,817;0,123;0,739;1,255;0,0539;2,472;1,553;-0,489;0,837;-1,337;3,663;-0,9011;-0,108;0,444;1,28;-0,331;0,216;-0,186;-0,5124;0,722;-0,732;1,495;1,255;0,283;1,452;0,5197;1,123;1,121;2,712;1,898;0,734;4,025;113;151;0;321;80;156;0;6;5;132;0;2364;6;21;185;47;0;0;0;24;13;22;639;0;4;386;0;71,8141592920354;13,0591323899195;0;517,762787905341;121,587724755055;23,3689037479232;0;0;3,29141215489857;48,833009917255;0;40,7915037519072;0;109,072235014546;28,8855472159099;9,07244270668403;0;0;0;91,6614632944151;18,2366725893782;80,5539978106814;112,962638521723;0;0;36,8489207309836;0
"83";65400;1;21;4;0,7566;-0,4887;-0,974;-0,58;1,079;1,199;-0,109;-0,43;0,3735;1,11;1,553;0,473;2,673;2,151;2,527;0,8886;2,699;0,773;2,68;2,537;4,313;1,545;0,2088;2,207;1,16;1,782;2,864;0,862;2,726;-0,0576;0,886;0,862;1,667;1,046;0,302;2,487;28;293;6;199;17;281;0;0;19;385;80;4621;143;66;39;0;33;22;0;105;13;0;727;0;9;1659;0;12,0714285714286;13,0442098646238;37;188,938816589128;276,625;19,0246734790319;0;0;3,14782796639825;24,3444332829944;50,9062744911653;32,099305141959;193,623821085233;51,1837904197218;15,1223070242175;0;11,257626975695;97,4191554411728;0;36,7840198490191;6,53779906138961;0;97,6167827794558;0;1352,46483723271;134,498118233519;0
"84";65403;2;26;4;-0,3376;0,6847;0,993;0,492;2,63;1,842;1,575;1,739;1,1272;1,901;4,447;4,407;3,312;0,554;3,249;0,4532;0,343;0,949;2,68;2,248;3,235;2,027;1,5969;2,901;4,42;3,62;5,857;5,747;2,084;-0,4152;-0,481;1,683;1,047;1,606;0,734;-0,788;318;292;0;0;6;99;0;141;56;49;5;2218;4;32;14;6;0;2;0;18;0;0;117;23;4;4;0;230,415094339623;19,3761305678051;0;0;122;29,5708801569308;0;177,75275771809;15,3240737240125;29,2178093542288;246;46,8180003542768;0;117,787352683412;12,3983537806866;46,9051058026009;0;86;0;50,4127598836082;0;0;123,27159600786;60,6118756023489;0;25;0
"85";65493;2;24;4;1,263;0,21;0,993;0,9;1,079;0,776;1,36;0,313;0,1029;1,633;1,553;0,976;1,777;1,438;0,84;0,7524;2,699;1,136;3,017;1,974;2,854;2,314;-0,2456;1,285;-0,055;1,495;0,63;1,496;2,084;0,6758;1,123;1,99;2,712;2,517;1,184;3,23;832;180;0;0;13;61;0;4;28;141;0;1808;4;60;21;0;0;14;0;2;75;0;64;0;2;7;0;143,997596153846;18,8138337337532;0;0;38,3333333333333;41,1877535309996;0;0;6,89432098255897;38,7906632730716;0;15,2040913448402;21;90,4292951737509;10,0909090909091;0;0;97,7142857142857;0;0;29,7301809400429;0;51,8037897872022;0;0;6;0
"86";67174;2;20;4;0,9317;-0,2274;0,024;-1,038;1,079;1,623;-0,802;1,255;1,394;1,633;4,447;2,96;4,744;4,086;2,877;-0,4826;0,815;0,134;1,28;1,974;0,727;-0,784;-0,5044;1,583;0,176;-0,004;2,539;1,496;-1,114;-0,7315;0,422;1,121;0,2;0,041;-0,112;0,389;372;1082;0;603;32;380;24;4;658;439;0;7765;42;184;38;50;0;1;38;0;105;0;590;8;108;3800;0;47,7795698924731;1,8978331043416;0;132,862607065569;93;22,6872604775948;1;0;2,24630239006463;11,0287303736547;0;14,7279195242733;15,6748800468107;39,5350775983586;6,17065341530518;1,63224548741216;0;12;1,46562867601903;0;13,3377660914214;0;37,531050671571;0;13,0577201465554;25,5525322926999;0
"87";67671;2;21;5;0,293;-0,7211;-0,721;-0,58;-0,72;1,41;0,739;-1,484;0,3873;1,633;3,387;0,228;2,673;0,554;1,85;1,1289;3,511;0,134;4,838;2,849;4,313;1,774;-0,0898;0,997;1,16;2,749;2,539;0,283;1,139;-0,1562;0,194;0,615;1,667;1,046;1,184;1,67;49;157;4;2;9;44;0;11;8;110;0;1268;8;95;74;0;2;18;37;121;0;44;609;3;4;6;0;0;29,0257382467869;0;0;79,2;16,1874782375251;0;20;4,97410107241029;20,4899340524983;0;30,9510974612204;0;72,4671275511171;8,45467705234709;0;0;66,9865229789555;15,6400115665715;54,3037620652989;0;19,5819709577207;55,57508929457;53;0;0;0
"88";67826;1;25;5;0,9174;0,4865;0,268;1,311;1,817;0,988;1,15;1,994;-0,1509;0,591;0,247;0,976;1,777;0,775;1,172;-0,779;-0,539;-1,338;0,591;0,917;1,29;0,008;0,1799;2,207;2,251;2,749;0,936;1,816;1,452;0,1776;-0,929;1,121;1,997;1,898;2,867;1,67;248;181;33;0;14;138;0;11;52;211;8;2184;2;66;17;0;0;60;79;16;28;130;26;0;10;294;0;405,471774193548;18,8204562416857;47,1777703222297;0;159,23431559408;38,1103108492273;0;2;4,84198952103816;22,519338464169;45,4220869255044;27,366409631893;0;46,6981941674693;8,63572010051687;0;0;38,67892843277;51,1129521765987;57,5475796707094;43,1635379527791;68,0936597139608;74,6249106715501;0;35;88,5789754262201;0
"89";67851;2;25;5;0,1266;-0,6418;-1,23;-0,139;-0,19;0,345;1,15;-0,688;-0,1679;1,11;1,018;0,976;1,469;-0,121;0,84;-1,013;-0,956;-0,795;3,368;-0,094;0,464;-0,582;0,1714;-0,016;2,559;2,749;3,206;1,175;1,768;-0,7287;-0,032;-0,061;0,471;0,041;0,516;1,223;85;243;0;0;22;87;0;10;2;56;17;1382;20;33;6;0;0;0;0;59;0;38;270;0;2;614;0;0;6,17029208920089;0;0;51,1323158129276;24,7212375814461;0;0;2,38975682789744;29,9864329699505;72,3567167729421;15,6420730082979;27,1875;78,3743373565208;0;0;0;0;0;52,928246211609;0;39,5072024363093;65,4884658220141;0;0;29,5539956233497;0
"90";69148;2;27;4;1,3434;-0,285;-0,47;-0,139;1,079;1,199;-0,109;0,071;0,1435;2,178;0,757;0,976;0,837;0,775;2,877;-0,1213;1,818;0,949;2,345;0,401;1,885;0,197;-0,3962;0,462;0,656;0,7;2,221;1,175;0,544;-0,3104;-0,481;0,379;1,667;-0,186;0,516;2,861;143;194;31;138;16;182;0;10;51;255;25;2256;7;36;13;0;27;5;37;79;0;0;152;6;18;369;0;0;10,164754608401;91,731943607935;121,694637815824;45,1666666666667;16,9201561171802;0;0;3,13791128117309;24,1755236273453;109,733333333333;32,5116878214196;8;72,5667166114807;2,28000571056603;0;39,3880047118942;5;27,5871498849406;54,8846818828682;0;0;76,0678839967492;0;51;70,6956198715088;0
"91";71825;1;20;4;0,7417;-0,5454;-1,23;0,285;0,072;-0,572;1,575;-0,177;-0,7452;0,334;-0,499;-0,489;0,219;-0,832;0,84;-0,6354;-0,326;-1,338;2,001;0,401;1,885;0,197;0,5029;2,207;2,251;3,144;1,902;1,496;3,455;0,1857;-0,257;0,615;2,343;1,322;1,923;2,861;33;390;0;31;46;248;0;8;2626;60;1;953;2;55;206;0;0;31;0;0;0;8;505;363;12;775;0;24,7272727272727;11,0852896679018;0;159,662463157485;542,987518446302;15,692058260117;0;0;2;16,7783431837605;0;18,9735165642083;0;44,194203098229;10,525166553513;0;0;24,4225149766434;0;0;0;58,875;73,1684426606741;27,6417780022093;28,6133977901459;67,8543114178015;0
"92";71826;2;22;4;0,6379;0,3624;0,024;0,285;2,63;1,623;1,799;0,551;0,2571;-0,164;1,826;2,043;3,682;-1,882;2,877;0,2583;0,576;-0,632;0,284;1,707;3,692;2,314;1,1444;2,207;4,42;3,144;4,04;2,447;4,54;-0,7242;-2,132;1,121;1,047;1,046;-0,508;-0,264;241;177;0;4;125;339;0;13;34;25;16;1549;9;117;18;0;0;66;29;9;0;0;271;0;7;165;0;29,5394190871369;19,4411871887066;0;0;40,2205544577513;50,5707765506974;0;122,288382465109;5,33158079250344;23,2063732881235;57,0260899760561;29,9143113710818;29;60,4250797494579;30,9500518390465;0;0;45,8231897863054;32,3033769028449;66,6666666666667;0;0;76,3153775200071;0;112;48,6107688679152;0
"93";71978;2;26;5;0,539;0,5338;0,268;0,492;2,342;2,914;1,36;0,786;1,8764;5,413;4,447;3,786;4,129;2,419;4,827;1,4335;3,064;2,406;4,215;4,237;3,692;2,314;0,9274;3,304;1,421;2,749;5,857;2,769;2,084;0,6638;2,444;3,094;2,712;0,277;-0,112;4,513;311;132;0;355;0;192;0;62;16;226;0;1831;4;56;1;0;2;0;0;50;0;0;382;0;0;293;0;110,244372990354;18,8869584567581;0;350,160163279625;0;24,5444109905097;0;104,335489513682;3,32576609002846;15,0767846654;0;34,7856709542951;0;32,9549269703395;22;0;70,5;0;0;39,7878199340639;0;0;42,3441244233156;0;0;56,8439409816994;0
"94";72706;2;19;4;0,8702;-0,6814;-0,974;-0,357;0,585;0,776;-0,565;-0,951;-0,2833;2,178;2,104;-2,005;0,837;-0,59;1,172;0,4416;2,09;1,798;3,368;1,707;1,885;1,545;-0,5408;-0,447;-0,055;0,221;3,206;0,563;0,834;0,9425;3,589;1,394;3,112;2,517;0,956;4,513;128;276;1;19;41;99;0;16;91;214;0;1699;27;20;16;0;0;95;10;119;0;0;708;28;32;10;0;76,8671875;12,4432563765424;5;42,7692307692308;142,717566633424;11,0805428705703;0;29;3,63239659619478;28,1663537068441;0;49,4603409556;18,7943043157541;57,125;11,338593502625;0;0;34,2693206735212;60,9300647880762;62,9751326147287;0;0;77,330968806527;86,8478546414118;89,61492275544;0;0
"95";73284;2;24;5;1,1517;-0,9866;-1,23;0,285;-0,19;-1,843;0,323;-1,216;-1,7403;-1,698;-1,002;-1,73;-1,734;-1,882;-1,655;-0,8116;-0,326;-0,475;-0,264;0,15;1,584;-0,186;-1,277;-1,658;-0,508;0,221;0,067;-0,691;0,016;-0,7546;1,366;-0,658;-0,059;1,046;0,956;0,389;50;310;0;3;9;88;0;4;43;29;0;849;18;35;10;0;9;32;0;26;17;0;102;0;63;0;0;0;37,3362985013135;0;252,741403276601;12;25,3453670234405;0;0;19,461361537045;17,4632327263327;0;61,7779255974344;54,1922453430538;40,4487648450355;130,6;0;20,8571443674989;186,133832654236;0;80,2906614665775;12,974316345382;0;105,454563585321;0;109,018867924528;0;0
"96";73858;2;22;4;0,3459;-1,1705;-1,488;-1,038;-2,075;-1,843;2,299;-0,177;-0,9128;0,85;-0,749;-0,728;0,523;-0,832;-1,005;-0,0257;1,305;0,606;2,68;0,917;2,193;0,568;0,8326;0,462;3,765;4,269;4,04;2,132;3,071;-0,0184;1,123;0,154;1,997;1,606;0,302;2,487;130;745;0;42;186;35;0;10;148;111;8;1286;5;23;2;0;0;3;8;28;9;0;352;0;4;1177;0;184,146153846154;14,1224482161767;0;442,748178925968;279,231888628567;20,5624378151615;0;0;2,63779287761018;36,9622887438468;60,4572706106567;23,9020437516184;6;55,9745756658923;0;0;0;2;36,5;58,2916734089495;25,5555555555556;0;66,952775642006;0;0;62,3528795922325;0
"97";73968;2;19;4;0,1788;0,4907;0,024;0,492;1,323;2,593;1,575;1,994;1,4156;4,217;4,447;2,96;3,682;0,775;4,158;0,7878;1,818;1,554;6,041;3,204;2,854;0,94;0,9502;1,583;2,251;4,269;4,04;3,485;2,726;0,2126;0,194;1,394;1,997;1,606;-0,112;3,611;105;2130;2;8;240;734;0;11;1598;1257;30;5383;64;75;87;294;3;65;9;70;38;0;946;20;121;687;0;24,9809523809524;5,25062666631137;1;0;49,315268157929;22,2920244842277;0;0;2,900576304895;14,1443484382474;205,210879832154;29,3071079462755;60,0163811391841;35,2262614866221;10,6855129677286;64,6260746481609;2;15,4976097234397;73;47,7675351818887;7,91744029634426;0;65,9671261234986;213,337123176381;1,74167644168527;84,9921443500081;0
"98";74356;1;19;4;0,4926;0,2729;0,752;0,696;0,585;0,776;1,575;1,739;0,1005;0,85;1,553;2,329;1,154;0,995;1,511;0,2022;1,558;0,773;-1,235;1,974;2,854;1,332;1,1467;2,541;3,288;3,62;3,206;4,552;3,071;-1,1705;-1,156;0,379;-0,059;0,041;-0,892;-0,538;43;151;0;0;39;254;0;0;1999;114;0;1671;38;19;228;0;0;0;0;78;22;0;111;0;0;0;0;51,046511627907;89,6993233914711;0;0;46,627199342232;24,4035944744999;0;0;2,75517922732318;24,1324647968927;0;38,8719692855453;27,6250353045823;47,4166666666667;18,649207978198;0;0;0;0;52,7676942449173;12,6360167120364;0;82,3847916278534;0;0;0;0
"99";76030;2;27;5;0,9759;-0,5337;-0,222;-1,038;-0,455;-0,103;0,11;1,739;-0,6146;-0,164;-0,003;1,498;1,154;-0,121;-1,005;-0,358;0,576;-0,965;0,001;1,443;1,584;0,94;0,1753;0,997;1,963;1,782;1,902;2,447;2,084;-1,4579;-3,086;0,615;-0,305;-0,404;-1,082;-1,239;75;223;0;0;10;306;0;97;24;273;0;3518;4;144;395;0;0;4;0;0;0;0;1001;0;6;557;0;32,96;9,14053315825227;0;0;0;4,09882815208781;0;9,50702796856707;2,48049157420546;32,721821324879;0;29,8506636599743;0;30,7469071394294;2,52988084454908;0;0;28,5601285957336;0;0;0;0;73,8879262543201;0;2;35,9749672143045;0
"100";77267;1;22;3;-0,1248;0,4044;0,752;0,9;1,817;1,842;0,739;0,786;0,1859;0,85;3,018;0,976;0,523;1,215;2,527;-0,538;0,815;-0,795;0,284;1,18;1,003;0,197;0,0682;1,583;1,16;1,495;2,221;2,447;1,139;-0,4958;-0,929;-0,061;1,047;0,277;0,516;2,487;605;361;82;12;73;82;0;38;7794;214;311;5264;96;47;300;0;6;6;320;42;53;2413;631;0;7;2461;0;29,9239669421488;10,6894732176658;44,8836173747188;154,120358338242;95,0186633401698;22,3645777442987;0;91,1448161533337;3,24073576955572;19,6993618521828;33,9541965962788;23,0414444070877;69,5017947955288;41,0666666666667;17,2821354626829;0;31,3333333333333;29,5;45,9434213514917;38,3846737750739;4,83347154288789;24,6493393165955;43,0890345285525;0;76,6666666666667;32,0312909101808;0
"101";77598;2;23;4;0,162;-0,6915;-1,749;-0,58;0,834;0,562;0,739;-0,951;0,1149;2,793;2,104;0,228;1,777;-0,832;1,511;0,039;2,09;1,136;6,041;-0,094;1,29;0,753;-0,0022;-0,236;1,16;3,144;2,539;0,563;2,401;1,7442;2,767;1,99;6,045;2,517;1,184;6,402;522;271;0;7;134;97;0;30;61;104;6;5469;29;45;152;0;0;5;212;76;0;99;231;0;4;108;0;322,051724137931;11,375024269846;0;427,361826487004;49,1127849838479;22,7008800774379;0;11,7780263506593;4,51133161578428;23,1162264117505;66,6666666666667;33,184999901917;22,8419233427862;79,3600999841745;7,92970648714151;0;0;56,6;75,8400736713403;49,2006306006542;0;61,8383349756429;65,6565562392287;0;0;113,286910378247;0
"102";77873;2;18;4;0,1532;-0,3929;0,024;-0,139;0,331;-0,103;0,739;0,071;-0,7625;1,11;1,018;-0,013;-0,636;-1,081;-0,551;-1,1724;-0,539;-0,321;2,345;-0,563;-0,451;-0,582;0,5183;-0,236;1,687;4,269;4,04;2,447;2,084;-0,5559;-0,481;0,379;1,047;0,277;1,664;0,389;377;95;0;122;22;30;0;132;10;43;0;1555;10;13;31;2;0;5;88;8;0;0;92;0;4;57;0;192,334217506631;22,0083240943681;0;338,294003422577;47,8500921772528;30,3967901311636;0;30,9971366884469;4,57775446929637;33,1978860947861;0;33,667144771361;0;36,9600445484635;4,98589779754173;8;0;52,2667455307164;17,9628005152722;77,5981227179004;0;0;73,7626267958279;0;0;42,9971299095989;0
